Valor_Aluguel;Valor_Condominio;Metragem;N_Quartos;N_banheiros;N_Suites;N_Vagas
1600;900;43;2;2;1;1
1600;400;63;3;2;1;1
1600;472;63;2;2;1;1
1600;707;80;2;1;0;1
1600;574;45;1;1;0;1
1600;420;46;2;1;0;1
1600;416;45;2;1;0;1
1600;420;46;2;1;0;1
1600;794;80;3;2;1;1
1600;850;72;2;1;0;1
1600;690;75;3;2;1;1
1600;470;60;2;1;0;1
1600;690;75;3;2;1;1
1600;320;40;1;1;0;1
1600;779;78;3;1;0;2
1600;0;110;3;1;0;0
1600;1658;165;3;3;2;3
1600;706;55;2;1;0;1
1600;405;50;1;1;0;1
1600;582;68;3;2;1;1
1600;487;65;3;1;0;1
1600;320;56;1;1;0;1
1600;0;50;2;1;0;1
1600;200;50;2;1;0;1
1600;0;50;2;1;0;1
1600;0;50;2;1;0;1
1600;0;50;2;1;0;1
1600;0;50;2;1;0;1
1600;0;50;2;1;0;1
1600;0;50;2;1;0;1
1604;596;68;2;1;0;1
1610;0;117;2;1;0;1
1610;652;70;2;2;1;1
1617;354;48;1;1;0;0
1620;800;83;3;2;1;2
1620;700;49;1;2;1;1
1628;842;72;3;2;1;2
1630;412;65;2;2;1;1
1630;400;58;2;1;0;1
1630;460;62;3;2;1;0
1638;270;60;2;1;0;1
1640;520;63;3;2;1;2
1640;520;63;3;2;1;2
1650;350;57;2;2;1;1
1650;500;68;3;2;1;1
1650;530;56;1;2;1;1
1650;350;36;1;2;1;1
1650;420;45;1;2;1;1
1650;560;65;2;2;1;1
1650;890;66;2;2;1;2
1650;900;65;1;2;1;1
1650;660;38;1;2;1;1
1650;299;58;2;2;1;1
1650;490;68;1;1;0;1
1650;550;75;2;1;0;0
1650;630;52;2;1;0;1
1650;700;35;1;1;0;1
1650;800;45;1;1;0;1
1650;598;95;3;2;1;2
1650;670;64;2;1;0;1
1650;540;60;3;1;0;1
1650;540;63;3;2;1;1
1650;550;64;3;2;1;2
1650;299;58;2;1;0;1
1650;580;72;3;2;1;1
1650;1450;150;3;3;1;1
1650;1500;145;3;2;1;2
1650;648;52;2;2;1;1
1650;598;95;3;2;1;2
1650;325;56;2;2;1;1
1650;325;56;2;2;1;1
1650;410;50;2;2;1;1
1650;598;55;2;2;1;1
1650;0;55;2;2;1;1
1650;350;46;1;1;0;1
1650;350;70;2;1;0;1
1650;228;32;1;2;1;0
1650;586;56;1;1;0;1
1650;450;47;2;1;0;1
1650;0;40;1;2;1;1
1660;0;49;2;2;1;1
1660;440;49;2;2;1;1
1667;567;72;3;2;1;1
1670;1600;150;3;2;1;1
1690;515;60;2;2;1;1
1690;1165;60;1;1;0;1
1690;850;90;3;2;1;1
1690;506;60;2;2;1;1
1690;530;56;1;1;0;1
1690;1165;60;1;2;1;1
1690;0;56;2;2;1;1
1699;2256;42;1;2;1;1
1700;445;65;2;2;1;1
1700;450;50;1;2;1;1
1700;248;48;2;2;1;1
1700;300;53;2;2;1;1
1700;0;53;2;2;1;1
1700;1300;98;3;2;1;2
1700;0;56;2;2;1;1
1700;0;65;3;2;1;1
1700;0;34;1;2;1;1
1700;377;50;2;2;1;1
1700;455;60;3;2;1;1
1700;611;92;3;2;1;1
1700;560;60;2;2;1;1
1700;800;89;2;2;1;1
1700;910;60;2;2;1;1
1700;0;65;3;2;1;1
1700;700;67;3;2;1;2
1700;0;65;3;2;1;1
1700;625;83;2;2;1;1
1700;390;40;1;2;1;1
1700;550;68;3;2;1;1
1700;0;50;2;2;1;1
1700;1100;40;1;2;1;1
1700;442;65;3;2;1;2
1700;717;51;1;2;1;1
1700;547;78;3;2;1;1
1700;665;65;2;2;1;1
1700;600;60;2;2;1;1
1700;350;49;2;2;1;1
1700;320;60;2;2;1;1
1700;0;55;2;2;1;1
1700;320;65;2;2;1;1
1700;1105;95;3;2;1;3
1700;420;71;3;2;1;1
1700;420;71;3;2;1;1
1700;764;72;3;2;1;2
1700;500;63;3;2;1;1
1700;700;77;3;2;1;1
1700;430;50;2;2;1;1
1700;364;50;2;2;1;1
1700;646;74;3;2;1;2
1700;750;65;2;2;1;1
1700;0;47;3;2;1;1
1700;320;43;2;1;0;1
1700;350;44;2;1;0;1
1700;707;70;2;1;0;1
1700;554;52;2;1;0;1
1700;415;62;3;1;0;1
1700;473;35;1;1;0;1
1700;300;45;1;1;0;0
1700;456;45;1;1;0;1
1700;180;65;2;1;0;0
1700;439;41;1;1;0;0
1700;456;45;1;1;0;1
1700;430;45;2;1;0;1
1700;460;45;1;1;0;1
1700;445;65;2;2;1;1
1700;689;48;1;2;1;1
1700;470;41;1;2;1;1
1700;425;40;1;2;1;1
1700;700;62;1;1;0;1
1700;890;93;3;2;1;2
1700;1000;80;3;2;1;1
1700;1000;80;3;2;1;1
1700;840;84;2;2;1;2
1700;585;50;3;2;1;1
1700;685;95;3;2;1;2
1700;950;90;3;2;1;3
1700;890;95;3;2;1;0
1700;400;60;2;1;0;1
1700;432;47;2;1;0;1
1700;672;79;2;2;1;1
1700;416;62;3;1;0;1
1700;280;81;3;1;0;0
1700;0;53;2;1;0;1
1700;0;44;2;1;0;1
1700;390;50;2;1;0;1
1700;900;90;2;2;1;2
1700;580;60;3;1;0;1
1700;420;50;2;1;0;1
1700;455;60;3;2;1;1
1700;0;50;1;1;0;1
1700;620;75;2;2;1;1
1700;360;60;3;1;0;1
1700;450;52;2;1;0;1
1700;450;38;1;1;0;1
1700;467;60;2;2;1;1
1700;530;40;1;1;0;1
1700;738;78;3;1;0;1
1700;450;54;2;1;0;1
1700;0;250;3;2;1;0
1700;721;68;3;2;1;2
1700;390;45;1;1;0;1
1700;390;50;2;1;0;1
1700;436;60;2;1;0;1
1700;725;55;2;1;0;1
1700;573;50;2;1;0;1
1700;500;67;3;1;0;2
1700;320;65;2;1;0;1
1700;320;50;2;1;0;1
1700;320;54;2;1;0;1
1700;500;53;3;1;0;1
1700;764;78;3;2;1;2
1700;350;60;2;1;0;1
1700;390;55;2;1;0;1
1700;430;68;2;1;0;1
1700;105;65;2;1;0;0
1700;100;52;2;1;0;0
1700;520;49;2;1;0;1
1700;200;53;2;2;1;0
1700;788;75;3;1;0;1
1700;484;47;2;1;0;1
1700;636;80;3;1;0;1
1700;730;72;3;2;1;1
1700;482;65;2;1;0;1
1700;920;90;2;2;1;1
1700;0;70;2;2;1;1
1700;0;50;2;2;1;1
1700;650;58;2;2;1;1
1700;1600;154;3;2;1;1
1700;460;60;2;2;1;1
1700;746;90;2;1;0;1
1700;1600;154;3;1;0;1
1700;500;85;2;2;1;1
1700;430;42;2;2;1;1
1700;415;64;3;2;1;1
1700;326;50;2;2;1;1
1700;439;41;1;2;1;1
1700;445;65;2;2;1;1
1700;420;58;2;2;1;1
1700;629;48;1;2;1;1
1700;180;100;2;2;1;1
1700;1000;80;3;2;1;1
1700;600;86;3;2;1;2
1700;485;65;2;2;1;1
1700;953;125;3;2;1;2
1700;330;53;2;2;1;1
1700;400;60;2;2;1;1
1700;898;70;2;2;1;1
1700;700;76;3;2;1;2
1700;0;55;2;2;1;1
1700;475;68;3;2;1;1
1700;476;68;3;2;1;1
1700;0;92;2;2;1;1
1700;290;55;2;2;1;1
1700;450;63;2;2;1;1
1700;400;75;2;2;1;1
1700;780;60;2;2;1;1
1700;515;60;2;2;1;1
1700;900;41;1;2;1;1
1700;0;52;2;2;1;1
1700;579;69;2;2;1;2
1700;280;51;2;2;1;1
1700;1600;139;3;5;3;2
1700;438;58;3;2;1;2
1700;550;65;3;2;1;1
1700;450;112;2;2;1;1
1700;660;60;3;2;1;1
1700;484;47;2;2;1;1
1700;400;55;2;2;1;1
1700;200;35;1;2;1;1
1700;334;54;2;1;0;1
1700;598;33;1;1;0;1
1700;320;60;2;1;0;1
1700;890;47;1;1;0;1
1700;545;44;1;1;0;1
1700;750;96;3;2;1;1
1700;415;64;3;2;0;1
1700;497;60;2;1;0;1
1700;476;65;3;1;0;1
1700;516;64;3;1;0;1
1700;540;64;3;1;0;1
1700;220;100;2;1;0;1
1700;1200;87;2;2;1;2
1700;580;69;2;2;1;2
1700;910;56;2;1;0;1
1700;470;45;1;2;1;1
1700;728;53;2;1;0;1
1700;560;48;2;1;0;1
1700;330;55;2;2;1;1
1700;330;64;3;2;1;1
1700;530;58;1;2;1;1
1701;400;73;2;2;1;1
1715;483;90;2;1;0;1
1726;290;55;2;2;1;1
1739;731;75;3;1;0;1
1740;732;74;3;2;1;1
1750;760;60;3;2;1;1
1750;340;47;2;2;1;1
1750;450;64;2;2;1;1
1750;586;60;2;2;1;1
1750;750;75;3;2;1;2
1750;419;66;3;2;1;1
1750;400;60;2;2;1;1
1750;400;60;2;2;1;1
1750;450;70;3;2;1;1
1750;400;36;1;2;1;1
1750;453;45;1;1;0;1
1750;667;67;2;1;0;1
1750;537;75;2;1;0;1
1750;150;100;2;1;0;1
1750;850;59;2;1;0;1
1750;760;60;3;1;0;1
1750;530;56;1;1;0;1
1750;530;56;1;1;0;1
1750;785;64;3;1;0;1
1750;1400;67;3;1;0;1
1750;716;84;2;2;1;2
1750;730;72;3;2;1;1
1750;550;55;2;1;0;1
1750;550;55;2;1;0;1
1750;570;60;3;1;0;1
1750;750;56;2;2;1;1
1750;560;80;1;2;1;1
1750;450;50;2;2;1;1
1750;483;37;1;2;1;1
1750;700;74;2;1;0;1
1750;350;70;3;2;1;1
1750;955;100;3;2;1;3
1750;550;55;2;1;0;1
1756;744;65;2;1;0;1
1760;350;52;2;2;1;1
1780;0;50;2;2;1;1
1780;920;90;3;2;1;1
1788;862;42;1;1;0;2
1790;350;70;2;2;1;1
1790;580;70;2;2;1;2
1790;1100;100;2;2;1;2
1790;1880;132;4;3;2;2
1790;440;65;3;2;1;1
1795;585;48;2;2;1;1
1797;1183;102;3;3;1;1
1799;590;52;2;2;1;1
1799;270;55;2;2;1;1
1800;418;54;2;2;1;1
1800;530;59;3;2;1;1
1800;480;82;3;2;1;1
1800;482;82;3;2;1;1
1800;325;56;2;2;1;1
1800;662;136;2;2;1;3
1800;0;63;3;2;1;1
1800;0;63;3;2;1;1
1800;0;64;3;2;1;1
1800;0;52;2;2;1;1
1800;322;37;1;2;1;1
1800;621;70;3;2;1;1
1800;550;45;1;2;1;1
1800;0;60;2;2;1;1
1800;531;39;1;2;1;1
1800;795;54;2;2;1;2
1800;0;79;2;2;1;1
1800;490;70;2;2;1;1
1800;1000;94;3;2;1;2
1800;497;64;2;2;1;1
1800;580;66;3;2;1;2
1800;500;75;3;2;1;1
1800;500;60;2;2;1;1
1800;633;63;3;2;1;1
1800;478;58;2;2;1;1
1800;450;63;3;2;1;1
1800;679;72;3;2;1;1
1800;320;43;1;2;1;1
1800;953;40;1;2;1;1
1800;1250;70;2;2;1;1
1800;508;61;2;2;1;1
1800;0;55;2;2;1;1
1800;1300;70;2;2;1;1
1800;500;32;1;2;1;1
1800;940;80;2;2;1;1
1800;747;55;2;2;1;1
1800;630;60;2;2;1;1
1800;820;55;2;2;1;1
1800;750;48;2;2;1;1
1800;0;83;2;2;1;1
1800;307;83;3;2;1;1
1800;400;52;2;2;1;1
1800;310;83;3;2;1;1
1800;275;83;3;2;1;1
1800;275;83;3;2;1;1
1800;50;83;3;2;1;1
1800;0;47;2;2;1;1
1800;890;68;3;2;1;2
1800;430;40;1;2;1;1
1800;710;70;2;2;1;1
1800;1100;100;3;4;1;3
1800;691;80;3;2;1;1
1800;1153;100;3;2;1;3
1800;375;63;3;2;1;1
1800;420;66;3;2;1;1
1800;402;66;3;2;1;1
1800;500;50;2;2;1;1
1800;498;58;2;2;1;1
1800;402;65;2;2;1;1
1800;403;60;3;2;1;1
1800;420;53;2;2;1;1
1800;250;75;2;2;1;1
1800;0;60;3;2;1;1
1800;388;58;2;2;1;1
1800;650;75;3;2;1;1
1800;1150;100;3;3;1;1
1800;160;50;2;2;1;1
1800;400;65;2;2;1;1
1800;800;90;2;2;1;1
1800;200;35;2;2;1;1
1800;411;50;2;2;1;2
1800;725;63;1;2;1;1
1800;750;63;2;2;1;1
1800;970;70;1;2;0;0
1800;537;59;2;2;1;1
1800;435;55;2;1;0;1
1800;490;60;2;2;1;1
1800;430;48;2;1;0;0
1800;420;51;2;1;0;1
1800;650;35;1;2;1;1
1800;326;40;1;1;0;0
1800;640;73;3;2;1;2
1800;820;43;1;1;0;1
1800;832;69;3;1;0;1
1800;668;55;1;2;1;1
1800;658;63;3;2;1;1
1800;1116;93;3;2;1;3
1800;310;46;2;1;0;1
1800;1245;140;3;2;1;3
1800;390;84;2;1;0;1
1800;340;45;2;1;0;1
1800;790;79;2;2;1;1
1800;1325;127;4;4;3;2
1800;480;82;2;2;1;1
1800;482;82;3;2;1;1
1800;473;66;2;1;0;2
1800;590;52;2;1;0;1
1800;590;52;2;1;0;1
1800;570;66;3;2;1;1
1800;662;136;2;2;1;3
1800;1000;85;3;2;1;2
1800;490;40;1;1;0;1
1800;100;65;2;2;1;1
1800;600;58;2;2;1;1
1800;386;53;2;1;0;2
1800;436;54;2;1;0;0
1800;481;53;2;1;0;2
1800;1000;94;3;2;1;2
1800;580;45;1;1;0;1
1800;660;74;2;1;0;2
1800;690;85;2;2;1;1
1800;650;63;2;2;1;2
1800;803;81;3;1;0;1
1800;573;65;2;1;0;1
1800;500;75;3;1;0;1
1800;300;45;1;1;0;0
1800;650;78;3;2;0;1
1800;1105;100;3;2;1;3
1800;550;70;3;2;1;1
1800;450;61;2;2;1;1
1800;400;61;2;2;1;1
1800;450;61;2;2;1;1
1800;507;61;2;2;1;1
1800;560;43;1;1;0;1
1800;700;52;2;1;0;1
1800;900;78;3;2;0;1
1800;580;60;2;1;0;2
1800;700;58;2;2;1;1
1800;298;54;1;1;0;0
1800;430;40;1;1;0;1
1800;765;114;1;1;0;1
1800;1100;100;3;2;1;3
1800;1100;100;3;2;1;3
1800;1100;100;3;2;1;3
1800;1100;100;3;2;1;3
1800;402;66;3;1;0;1
1800;444;77;3;1;0;0
1800;728;53;2;1;0;1
1800;400;65;2;2;1;1
1800;400;70;2;2;1;1
1800;900;104;3;2;1;2
1800;400;55;2;1;0;1
1800;0;120;3;1;0;1
1800;0;120;3;1;0;1
1800;539;60;3;2;1;1
1800;475;53;2;1;0;2
1800;520;60;3;2;1;1
1800;510;70;3;2;1;1
1800;480;70;3;2;1;1
1800;522;70;3;2;1;1
1800;420;35;1;1;0;1
1800;540;50;1;2;1;1
1800;1100;89;2;1;0;1
1800;295;60;2;1;0;1
1800;765;75;3;2;1;2
1800;160;50;2;1;0;1
1800;600;62;2;2;1;1
1800;1870;167;3;4;3;2
1800;0;60;2;2;1;1
1800;600;55;2;2;1;1
1800;540;50;2;2;1;1
1800;0;62;2;2;1;1
1800;1000;51;1;2;1;1
1800;525;50;2;2;1;1
1800;460;62;2;2;1;1
1800;545;68;2;1;0;1
1800;320;62;2;2;1;1
1800;420;63;3;2;1;1
1800;500;65;2;2;1;1
1800;500;110;3;2;1;1
1800;500;65;2;2;1;1
1800;400;65;2;2;1;1
1800;590;42;1;2;1;2
1800;1627;157;3;3;1;3
1800;900;97;2;2;1;2
1800;900;95;3;2;1;2
1800;1116;93;3;2;1;3
1800;1245;140;3;2;1;3
1800;700;80;2;2;1;1
1800;400;61;2;2;1;1
1800;340;45;2;2;1;1
1800;600;72;3;2;1;2
1800;610;62;2;2;1;1
1800;590;52;2;2;1;1
1800;800;68;3;2;1;1
1800;590;52;2;2;1;1
1800;590;52;2;2;1;1
1800;590;52;2;2;1;1
1800;490;52;2;2;1;1
1800;600;70;3;2;1;1
1800;570;54;2;2;1;2
1800;0;72;2;2;1;1
1800;0;74;2;2;1;2
1800;738;78;3;2;1;1
1800;1500;60;1;2;1;1
1800;617;36;1;2;1;1
1800;493;35;1;2;1;1
1800;2000;92;4;2;1;2
1800;691;80;3;2;1;1
1800;450;71;3;2;1;1
1800;850;70;2;3;1;1
1800;449;48;2;2;1;1
1800;375;69;3;2;1;1
1800;592;60;1;1;0;1
1800;800;80;2;1;0;0
1800;380;54;2;1;0;1
1800;495;50;2;1;0;1
1800;526;30;1;1;0;0
1800;571;55;1;1;0;1
1800;495;56;2;1;0;1
1800;600;45;1;1;0;0
1800;561;80;2;1;0;0
1800;450;35;1;2;1;1
1800;590;52;2;2;1;1
1800;800;98;3;2;1;1
1800;490;52;2;1;0;1
1800;530;59;3;2;1;1
1800;480;50;2;1;0;1
1800;224;90;3;1;0;0
1800;1055;71;2;1;0;1
1800;570;82;3;2;1;1
1800;1167;75;3;2;1;1
1800;550;75;3;2;1;1
1800;700;56;2;1;0;1
1800;1300;38;1;1;0;1
1800;0;70;3;2;1;2
1800;727;67;2;2;1;1
1800;800;76;3;2;0;1
1800;750;60;2;1;0;1
1800;0;50;2;1;0;1
1800;625;68;2;2;1;2
1800;1100;82;3;2;1;2
1800;300;48;2;1;0;1
1800;800;90;2;2;0;1
1800;520;70;2;2;1;1
1800;900;78;3;2;1;2
1800;565;60;2;1;0;1
1820;380;46;2;1;0;1
1820;790;71;2;1;0;1
1828;1467;33;1;2;1;1
1830;0;32;1;2;1;0
1836;284;51;2;2;1;1
1839;600;35;1;1;0;0
1850;500;57;2;2;1;2
1850;490;92;3;2;1;1
1850;0;80;3;2;1;1
1850;522;50;2;2;1;1
1850;510;66;3;2;1;2
1850;790;78;2;3;1;1
1850;1400;43;1;2;1;1
1850;714;60;2;2;1;1
1850;402;66;3;2;1;1
1850;390;66;2;2;1;1
1850;320;52;2;2;1;1
1850;0;65;2;2;1;1
1850;702;36;1;2;1;1
1850;420;50;2;2;1;1
1850;450;33;1;1;0;1
1850;547;56;2;1;0;1
1850;400;48;1;1;0;1
1850;574;41;1;1;0;1
1850;530;50;2;1;0;1
1850;360;53;2;2;1;1
1850;500;57;2;2;1;2
1850;560;82;3;2;1;2
1850;320;52;2;2;1;1
1850;730;70;3;1;0;1
1850;736;69;3;1;0;1
1850;360;53;2;2;1;1
1850;650;75;3;2;1;2
1850;580;50;2;2;1;1
1850;760;76;3;2;1;1
1850;458;68;2;1;0;0
1850;596;69;3;2;1;1
1850;596;69;3;2;1;2
1851;830;62;2;2;1;2
1855;0;69;3;2;1;1
1860;340;50;2;2;1;1
1860;683;76;3;2;1;2
1860;650;78;3;2;1;2
1860;275;46;2;1;0;1
1860;340;50;2;1;0;1
1860;340;50;2;1;0;1
1872;446;65;3;1;0;1
1890;550;74;3;2;1;1
1890;450;48;2;2;1;1
1900;800;67;3;2;1;1
1900;374;55;2;2;1;1
1900;546;61;2;2;1;1
1900;473;49;2;2;1;1
1900;0;48;1;2;1;1
1900;390;82;3;2;1;1
1900;400;45;1;2;1;1
1900;600;65;2;2;1;1
1900;720;93;2;2;1;1
1900;450;60;2;2;1;1
1900;820;76;2;2;1;1
1900;530;50;2;2;1;1
1900;350;61;2;2;1;1
1900;500;61;2;2;1;1
1900;611;60;2;2;1;1
1900;640;70;3;2;1;1
1900;0;54;2;2;1;1
1900;750;120;3;3;1;1
1900;1100;37;1;2;1;1
1900;450;53;2;2;1;1
1900;434;60;2;2;1;1
1900;860;55;2;2;1;1
1900;653;59;2;2;1;1
1900;537;52;2;2;1;1
1900;680;70;3;2;1;1
1900;966;85;2;2;1;1
1900;650;60;2;2;1;1
1900;650;58;2;2;1;1
1900;778;68;3;2;1;2
1900;500;64;3;2;1;1
1900;478;53;2;2;1;1
1900;680;70;3;2;1;1
1900;650;85;2;2;1;2
1900;490;64;2;2;1;1
1900;750;67;1;2;1;1
1900;250;70;2;1;0;0
1900;640;65;3;2;1;1
1900;380;54;2;1;0;1
1900;541;68;3;2;1;1
1900;452;65;2;2;1;1
1900;452;65;2;2;1;1
1900;500;90;2;1;0;1
1900;850;50;1;1;0;1
1900;800;48;1;1;0;1
1900;650;65;2;2;1;2
1900;680;64;2;2;1;2
1900;1060;90;3;2;1;2
1900;665;66;2;2;1;1
1900;290;60;2;1;0;1
1900;1100;90;3;2;1;2
1900;374;55;2;1;0;1
1900;372;60;2;1;0;1
1900;473;49;2;1;0;1
1900;437;50;2;1;0;1
1900;857;68;2;1;0;1
1900;611;60;2;1;0;1
1900;744;65;2;1;0;1
1900;509;40;1;1;0;1
1900;430;40;1;1;0;1
1900;1522;129;3;2;1;2
1900;434;60;2;1;0;1
1900;400;49;2;1;0;1
1900;490;35;1;1;0;1
1900;715;60;2;2;1;1
1900;570;55;2;1;0;1
1900;500;84;3;2;1;2
1900;875;57;2;2;0;1
1900;750;76;3;2;1;2
1900;700;94;3;2;1;1
1900;650;82;2;3;2;2
1900;720;78;3;1;0;1
1900;980;138;3;2;1;1
1900;1000;145;4;2;1;1
1900;640;75;2;2;1;1
1900;450;68;1;2;1;1
1900;300;68;2;2;1;1
1900;641;70;3;2;1;1
1900;620;53;1;2;1;1
1900;540;40;1;2;1;1
1900;500;42;1;2;1;1
1900;480;125;3;2;1;1
1900;875;90;3;2;1;2
1900;630;70;3;2;1;2
1900;290;60;2;2;1;1
1900;488;43;1;2;1;1
1900;460;62;2;2;1;1
1900;338;39;1;2;1;1
1900;1300;78;1;2;1;2
1900;1300;93;3;3;1;2
1900;788;76;3;2;1;2
1900;0;70;2;2;1;1
1900;570;55;2;2;1;1
1900;650;60;2;2;1;1
1900;837;114;3;3;1;2
1900;500;55;2;2;1;1
1900;450;65;2;2;1;1
1900;420;50;2;2;1;1
1900;160;76;2;1;0;0
1900;500;62;2;2;1;1
1900;641;75;3;2;0;1
1900;380;51;2;1;0;1
1900;480;125;3;1;0;1
1900;395;54;2;1;0;1
1900;330;80;1;1;0;0
1900;650;74;3;2;1;2
1900;633;96;2;1;0;1
1900;2200;225;4;2;1;3
1900;1071;98;2;2;1;2
1900;790;70;2;1;0;1
1900;537;52;2;1;0;1
1900;615;67;2;2;1;1
1900;1024;79;3;2;0;1
1900;877;66;2;1;0;1
1900;0;96;3;2;1;2
1900;574;65;3;2;1;1
1900;600;70;3;2;1;2
1900;1064;65;2;1;0;1
1900;1224;112;2;1;0;1
1905;395;62;2;2;1;1
1905;394;62;2;2;1;1
1910;650;66;3;2;1;2
1920;580;70;2;2;1;1
1920;580;79;3;2;1;2
1930;970;70;2;2;0;2
1950;377;55;2;2;1;1
1950;354;40;1;2;1;1
1950;465;65;2;2;1;1
1950;900;115;3;3;2;2
1950;740;58;2;2;1;2
1950;570;78;3;1;0;1
1950;620;85;2;1;0;1
1950;620;85;2;1;0;1
1950;450;49;1;2;1;1
1950;650;77;2;2;1;2
1950;370;70;3;2;1;1
1950;1060;130;3;2;1;2
1950;0;110;2;1;0;1
1950;0;50;2;2;1;1
1950;0;49;2;2;1;1
1950;780;75;2;2;1;1
1950;500;64;3;1;0;2
1950;580;53;2;1;0;1
1950;580;53;2;1;0;1
1950;986;82;3;2;1;1
1951;0;65;2;1;0;1
1955;465;65;2;2;1;1
1970;460;65;2;2;1;1
1970;604;72;3;2;1;1
1970;600;65;2;2;1;1
1971;610;70;3;1;0;1
1973;227;45;2;2;1;1
1975;425;56;2;2;1;1
1980;398;57;3;2;1;1
1980;605;62;2;2;1;1
1982;683;74;3;2;1;2
1990;1035;85;3;3;1;2
1990;776;65;2;2;1;2
1990;0;40;1;2;1;1
1999;450;65;3;2;1;1
1999;600;79;3;3;1;2
1999;560;70;1;1;0;2
2000;615;74;3;2;1;1
2000;320;48;2;2;1;1
2000;500;50;2;2;1;2
2000;400;68;2;2;1;1
2000;0;84;3;2;1;1
2000;0;60;2;2;1;1
2000;572;60;2;2;1;1
2000;683;80;3;2;1;2
2000;0;53;3;2;1;1
2000;0;100;3;2;1;2
2000;510;105;2;2;1;1
2000;493;100;2;2;1;1
2000;1700;154;3;4;1;2
2000;0;75;3;2;1;2
2000;1100;90;3;3;1;2
2000;594;69;3;2;1;1
2000;0;56;2;2;1;1
2000;679;69;3;2;1;1
2000;1200;114;3;3;1;2
2000;1398;92;2;2;1;1
2000;0;47;1;2;1;1
2000;759;65;2;2;1;1
2000;1000;90;1;2;1;2
2000;600;47;1;2;1;1
2000;4700;400;4;5;4;4
2000;1290;78;1;2;1;2
2000;505;58;1;2;1;2
2000;550;58;1;2;1;1
2000;330;61;2;2;1;1
2000;905;64;2;2;1;1
2000;500;62;2;2;1;1
2000;480;65;2;2;1;1
2000;700;75;2;2;1;1
2000;790;74;3;2;1;1
2000;0;70;3;2;1;1
2000;180;70;2;2;1;1
2000;620;35;1;2;1;1
2000;650;52;1;2;1;1
2000;345;64;2;2;1;1
2000;400;65;2;2;1;1
2000;650;103;3;2;1;2
2000;500;60;2;3;1;1
2000;530;45;2;2;1;1
2000;520;58;2;2;1;1
2000;750;80;3;2;1;2
2000;727;72;3;2;1;2
2000;285;74;3;2;1;1
2000;470;51;2;2;1;1
2000;580;65;3;2;1;1
2000;490;70;3;2;1;1
2000;642;82;2;2;1;1
2000;835;132;3;2;1;1
2000;900;98;3;3;1;1
2000;812;55;2;2;1;1
2000;950;122;3;3;1;1
2000;388;58;2;2;1;1
2000;160;50;2;2;1;1
2000;1150;85;2;2;1;1
2000;1150;85;2;2;1;1
2000;550;55;2;2;1;1
2000;592;60;1;1;0;1
2000;820;40;1;2;1;1
2000;955;61;2;2;0;1
2000;1199;170;2;2;1;1
2000;688;83;2;1;0;1
2000;220;90;2;1;0;0
2000;639;72;3;2;1;1
2000;0;35;1;1;0;1
2000;0;40;1;1;0;1
2000;571;55;1;1;0;1
2000;700;43;1;1;0;1
2000;200;75;1;2;0;1
2000;380;55;1;1;0;1
2000;470;74;2;1;0;0
2000;682;54;2;1;0;1
2000;500;41;1;1;0;1
2000;260;33;1;1;0;1
2000;400;42;1;1;0;1
2000;470;49;2;1;0;1
2000;560;60;1;2;1;2
2000;750;92;3;2;1;1
2000;530;44;1;1;0;1
2000;85;125;2;1;0;0
2000;600;63;1;2;1;2
2000;480;75;2;1;0;1
2000;780;110;3;2;1;2
2000;780;110;3;2;1;2
2000;400;53;2;1;0;1
2000;395;80;2;1;0;1
2000;460;69;2;2;1;1
2000;407;69;2;2;1;1
2000;690;68;2;2;1;2
2000;490;71;3;2;1;1
2000;517;64;2;2;1;1
2000;400;68;2;2;1;1
2000;580;68;2;2;1;1
2000;1500;136;4;2;1;3
2000;1250;117;3;2;1;2
2000;1045;92;3;3;1;2
2000;588;51;2;1;0;1
2000;350;54;2;1;0;1
2000;400;65;3;2;1;1
2000;900;106;3;1;0;1
2000;920;105;3;1;0;1
2000;150;60;3;2;0;0
2000;600;60;2;1;0;1
2000;570;63;2;2;1;2
2000;783;78;3;1;0;1
2000;721;87;3;2;1;1
2000;0;58;2;1;0;1
2000;0;56;2;1;0;1
2000;650;65;2;2;1;1
2000;300;45;1;2;1;1
2000;530;62;2;1;0;1
2000;620;60;2;2;1;1
2000;0;33;1;2;1;1
2000;550;55;2;1;0;1
2000;613;63;2;1;0;1
2000;980;84;3;1;0;1
2000;1203;37;1;2;1;1
2000;587;48;1;1;0;1
2000;770;47;1;1;0;1
2000;1012;96;3;2;1;2
2000;1700;100;3;2;1;2
2000;3226;300;4;5;4;4
2000;330;60;2;2;1;1
2000;497;65;2;1;0;1
2000;850;82;3;2;1;1
2000;1200;103;2;1;0;1
2000;600;62;2;2;1;1
2000;650;56;2;1;0;1
2000;500;38;1;2;1;0
2000;800;49;2;1;0;1
2000;1300;85;3;2;1;1
2000;550;70;3;1;0;0
2000;800;62;2;1;0;2
2000;1;72;3;1;0;1
2000;400;50;2;1;0;1
2000;1800;150;3;4;3;2
2000;1800;135;3;2;1;3
2000;1610;110;3;4;3;3
2000;1200;110;3;2;1;2
2000;1500;75;2;2;1;2
2000;730;75;3;1;0;2
2000;850;90;2;1;0;1
2000;1000;85;3;2;1;2
2000;400;65;2;2;1;1
2000;650;77;2;2;1;2
2000;550;63;3;2;1;1
2000;0;76;2;2;1;1
